,source_genesymbol,target_genesymbol,references
9017,VEGFA,FLT1,Baccin2019:15637071;Baccin2019:17051153;Baccin2019:8621427;Baccin2019:9393862;BioGRID:35874709;CellChatDB:16633338;CellTalkDB:17051153;Cellinker:15637071;Cellinker:17051153;Cellinker:8621427;Cellinker:9393862;DIP:8621427;DIP:8631822;HPMR:8356051;HPRD:17051153;HPRD:8621427;HPRD:9393862;ICELLNET:26285753;IntAct:10543948;IntAct:20660291;IntAct:9393862;LRdb:15637071;LRdb:17051153;LRdb:8621427;LRdb:9393862;Lit-BM-17:10543948;Lit-BM-17:21939755;Lit-BM-17:8621427;Lit-BM-17:8631822;Lit-BM-17:9393862;ProtMapper:21441409;ProtMapper:22348123;SIGNOR:14704231;SPIKE_LC:17145710;connectomeDB2020:15637071;connectomeDB2020:17051153;connectomeDB2020:8621427;connectomeDB2020:9393862
9033,CXCL11,ACKR3,CellTalkDB:27875312;ICELLNET:20161793;ICELLNET:22633458;ICELLNET:24218476;SIGNOR:16940167;connectomeDB2020:27875312;connectomeDB2020:29180449;connectomeDB2020:29386406
9044,MST1,STK4,KEA:11805089;KEA:12223493;ProtMapper:11805089;SIGNOR:11805089;iPTMnet:11805089
9060,WNT9B,LRP6,CellTalkDB:20093360;NetPath:20093360;SIGNOR:20093360
9071,BMP4,BMPR1A,Baccin2019:11241215;Baccin2019:7644468;Baccin2019:8006002;Baccin2019:8702914;HPRD:11241215;HPRD:7644468;HPRD:8702914;IntAct:20860622;IntAct:21054789;LRdb:11241215;LRdb:7644468;LRdb:8006002;LRdb:8702914;Lit-BM-17:20860622;Lit-BM-17:21054789;Lit-BM-17:8006002;SIGNOR:26330344;SPIKE_LC:16189514;connectomeDB2020:11241215;connectomeDB2020:7644468;connectomeDB2020:8006002;connectomeDB2020:8702914
9093,CLCF1,IL6ST,Baccin2019:10966616;CellTalkDB:10966616;LRdb:10966616;SIGNOR:9143707;connectomeDB2020:10966616
9192,EFNB1,EPHB4,Baccin2019:9330863;CellChatDB:15114347;Cellinker:15114347;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;SIGNOR:9330863;connectomeDB2020:9330863
9193,BMP7,ACVR2A,Baccin2019:12667445;Baccin2019:7790373;Baccin2019:9748228;BioGRID:12667445;CellTalkDB:7790373;HPRD:12667445;HPRD:9748228;LRdb:12667445;LRdb:7790373;LRdb:9748228;SIGNOR:9748228;connectomeDB2020:12667445;connectomeDB2020:7790373;connectomeDB2020:9748228
9212,APOB,LDLR,Baccin2019:1132787812031600;CellTalkDB:11327878;Cellinker:11327878;Cellinker:12031600;Cellinker:15840700;HPRD:12031600;ICELLNET:24447298;LRdb:11327878;LRdb:12;Lit-BM-17:24447298;SIGNOR:11986215;connectomeDB2020:11327878;connectomeDB2020:12031600
9216,EFNA2,EPHA4,Baccin2019:9330863;CellChatDB:15114347;Cellinker:15114347;DIP:19836338;ICELLNET:15114347;ICELLNET:24003208;IntAct:19836338;LRdb:11114742;Lit-BM-17:19836338;SIGNOR:9330863;connectomeDB2020:9330863
9223,CLU,LRP2,BioGRID:17260971;BioGRID:7768901;HPRD:7768901;SIGNOR:32332780;SPIKE_LC:16713569
9233,FSTL1,DIP2A,IntAct:20860622;Lit-BM-17:20860622;SIGNOR:20054002;connectomeDB2020:20054002
9245,EFNB3,EPHA4,Baccin2019:12383247;Baccin2019:12649481;Baccin2019:9484836;BioGRID:9484836;CellChatDB:15114347;Cellinker:12383247;Cellinker:12649481;Cellinker:15114347;Cellinker:9484836;DIP:23812375;HPRD:12383247;HPRD:9484836;ICELLNET:15114347;ICELLNET:24003208;LRdb:12094214;SIGNOR:9330863;connectomeDB2020:12383247;connectomeDB2020:9484836
9248,BMP2,BMPR1A,Baccin2019:10692589;Baccin2019:10881198;Baccin2019:11263668;Baccin2019:12700180;Baccin2019:15064755;BioGRID:10692589;BioGRID:11263668;CellTalkDB:15621726;DIP:10880444;DIP:10881198;DIP:11263668;DIP:16672363;DIP:25938661;HPMR:12700180;HPRD:10692589;HPRD:10881198;HPRD:11263668;HPRD:15064755;InnateDB:16672363;InnateDB:17483092;InnateDB:18937504;IntAct:10881198;IntAct:15064755;IntAct:16672363;IntAct:19804412;IntAct:20860622;IntAct:21054789;IntAct:25938661;LRdb:10692589;LRdb:10881198;LRdb:11263668;LRdb:12700180;LRdb:15064755;Lit-BM-17:10692589;Lit-BM-17:10712517;Lit-BM-17:10880444;Lit-BM-17:10881198;Lit-BM-17:11263668;Lit-BM-17:15064755;Lit-BM-17:19804412;Lit-BM-17:20860622;Lit-BM-17:21054789;SIGNOR:18937504;SIGNOR:26330344;SPIKE_LC:17145710;SPIKE_LC:19804412;connectomeDB2020:10692589;connectomeDB2020:10881198;connectomeDB2020:11263668;connectomeDB2020:12700180;connectomeDB2020:15064755
9313,FYN,CD79B,HPRD-phos:9531288;HPRD:9531288;KEA:8077654;KEA:9531288;ProtMapper:9531288;SIGNOR:9531288;iPTMnet:9531288;phosphoELM:9531288
9319,PTPN11,PRKCA,Adhesome:11781100;Adhesome:16055440;HPRD:11781100;SIGNOR:11781100
9333,WNT7B,LRP5,Baccin2019:15923619;CellTalkDB:15923619;LRdb:15923619;SIGNOR:15578921;SIGNOR:15923619;connectomeDB2020:15923619
9403,CCL25,CCR9,Baccin2019:10229797;Baccin2019:10498628;Baccin2019:11159507;CellTalkDB:10699158;Cellinker:11159507;DIP:10229797;DIP:10498628;HPMR:11159507;HPRD:10229797;HPRD:10498628;ICELLNET:22633458;LRdb:10699158;SIGNOR:11159507;connectomeDB2020:10229797;connectomeDB2020:10498628;connectomeDB2020:11159507
9424,NLGN2,NRXN1,Baccin2019:85762408576240;CellTalkDB:8576240;Cellinker:8576240;HPRD:8576240;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:8576240
9471,PCNA,NCR2,IntAct:22021614;Lit-BM-17:22021614;SIGNOR:22021614;connectomeDB2020:22021614
9484,NECTIN2,CD226,HPRD:12913096;HPRD:15536144;ICELLNET:27192565;Lit-BM-17:12913096;Lit-BM-17:21982860;SIGNOR:15039383;connectomeDB2020:15607800
9526,WNT11,MUSK,CellTalkDB:22309736;SIGNOR:22309736;SIGNOR:23151663
9555,SEMA3B,PLXNA2,SIGNOR:25335892
9581,IL17B,IL17RB,Baccin2019:1074988710749880;CellTalkDB:10749887;Cellinker:10749887;HPRD:10749887;ICELLNET:24011563;InnateDB:10749887;InnateDB:11058597;LRdb:10749887;SIGNOR:10749887;connectomeDB2020:10749887
9586,NTNG2,LRRC4,CellTalkDB:17973922;Cellinker:25411505;IntAct:21946559;LRdb:17973922;Lit-BM-17:21946559;Ramilowski2015:17973922;SIGNOR:19467332;connectomeDB2020:17973922;talklr:17973922
9642,FGF12,SCN9A,SIGNOR:20679355
9675,PTPN6,PRKCA,Adhesome:11781100;Adhesome:15269224;HPRD:15269224
9702,PRSS3,F2RL1,SIGNOR:10978167
9745,FAS,RIPK1,DIP:7538908;HPRD:7538908;HPRD:9740801;SIGNOR:7538908;SPIKE_LC:17145710
9766,FGF4,FGFR4,Baccin2019:114860338663044;CellTalkDB:16597617;Cellinker:11486033;Cellinker:25772309;Cellinker:8663044;HPMR:11486033;HPRD:8663044;ICELLNET:25772309;LRdb:16597617;SIGNOR:1385111;connectomeDB2020:11486033;connectomeDB2020:8663044
9769,FGF2,FGFR4,Baccin2019:86630448530375;CellTalkDB:16597617;Cellinker:25772309;Cellinker:8530375;Cellinker:8663044;DIP:7680645;HPRD:8530375;ICELLNET:25772309;LRdb:16597617;SIGNOR:1385111;connectomeDB2020:8530375;connectomeDB2020:8663044
9784,IL12A,IL12RB2,CellTalkDB:943050;DIP:8943050;HPMR:11086056;LRdb:943050;Ramilowski2015:943050;SIGNOR:11086056;connectomeDB2020:943050;talklr:943050
9850,NODAL,ACVR1C,Baccin2019:12606401;CellTalkDB:12606401;HPMR:12606401;LRdb:12606401;SIGNOR:15531507;connectomeDB2020:12606401
9875,WNT10B,FZD3,SIGNOR:15578921
9951,GDF2,ACVRL1,Baccin2019:17068149;BioGRID:25237187;CellTalkDB:17068149;LRdb:17068149;SIGNOR:17068149;connectomeDB2020:17068149
9952,TNFSF15,TNFRSF6B,CellTalkDB:11911831;Cellinker:11911831;HPMR:14697332;HPRD:11911831;ICELLNET:11239407;LRdb:11911831;connectomeDB2020:11911831
9953,TNFRSF6B,TNFSF15,HPRD:11911831;SIGNOR:11911831
10003,NTF4,NTRK1,Baccin2019:11114882;CellTalkDB:11114882;Cellinker:11114882;LRdb:11114882;SIGNOR:11114882;connectomeDB2020:11114882
10004,WNT3A,FZD3,CellTalkDB:18212053;SIGNOR:10601008;SIGNOR:21078818
10019,WNT8B,FZD3,SIGNOR:15578921
10024,WNT10A,FZD3,SIGNOR:15578921
10027,VEGFA,KDR,Baccin2019:15637071;Baccin2019:17318185;Baccin2019:8621427;BioGRID:16901919;CellChatDB:16633338;CellTalkDB:8621427;Cellinker:15637071;Cellinker:17318185;Cellinker:8621427;DIP:11333271;DIP:20145116;DIP:8621427;DIP:8631822;DIP:9556609;HPMR:8356051;HPRD:17318185;HPRD:8621427;ICELLNET:11181169;ICELLNET:1417831;IntAct:1417831;IntAct:16763549;IntAct:20145116;IntAct:20660291;IntAct:21596751;IntAct:22897854;IntAct:23374253;IntAct:23583373;IntAct:31932617;LRdb:15637071;LRdb:17318185;LRdb:8621427;Lit-BM-17:11333271;Lit-BM-17:12716911;Lit-BM-17:16423422;Lit-BM-17:16763549;Lit-BM-17:18325345;Lit-BM-17:19818105;Lit-BM-17:20145116;Lit-BM-17:22897854;Lit-BM-17:23374253;Lit-BM-17:23583373;Lit-BM-17:8621427;Lit-BM-17:8631822;Lit-BM-17:9556609;ProtMapper:12189247;ProtMapper:22174934;ProtMapper:24023956;ProtMapper:24966171;ProtMapper:27005951;SIGNOR:17658244;SPIKE_LC:16763549;connectomeDB2020:15637071;connectomeDB2020:17318185;connectomeDB2020:8621427;scConnect:31023826
10030,WNT8A,FZD3,SIGNOR:15578921
10031,PTPN6,KDR,DEPOD:18377662;HPRD:16453023;HPRD:9405464;ProtMapper:16337972;ProtMapper:18377662;ProtMapper:18840653;SIGNOR:18377662;SIGNOR:18840653
10038,VEGFC,NRP2,Baccin2019:8612600;CellTalkDB:8612600;Cellinker:8612600;ELM:25752543;ICELLNET:16621967;LRdb:8612600;SIGNOR:16816121;connectomeDB2020:8612600
10071,WNT6,FZD3,SIGNOR:15578921
10076,IL11,IL6ST,Baccin2019:10948192;CellTalkDB:10948192;DIP:8360477;InnateDB:9560294;LRdb:10948192;SIGNOR:9143707;connectomeDB2020:10948192
10091,MSTN,ACVR2B,Baccin2019:11459935;CellTalkDB:11459935;HPRD:11459935;LRdb:11459935;Lit-BM-17:11459935;Lit-BM-17:23829672;SIGNOR:11459935;connectomeDB2020:11459935
10243,NXPH1,NRXN1,Baccin2019:8699246;Baccin2019:9856994;Cellinker:8699246;Cellinker:9856994;HPRD:8699246;HPRD:9856994;LRdb:8699246;LRdb:9856994;SIGNOR:9856994;connectomeDB2020:8699246;connectomeDB2020:9856994
10403,SLIT2,ROBO4,Baccin2019:15894287;CellTalkDB:15894287;Cellinker:15894287;Cellinker:31217826;HPMR:15894287;LRdb:15894287;SIGNOR:12941633;connectomeDB2020:15894287
10408,OSM,LIFR,Baccin2019:10854424;Baccin2019:1536831;Baccin2019:1542794;Baccin2019:16051226;CellTalkDB:10854424;DIP:8999038;DOMINO:16051226;HPRD:1536831;HPRD:1542794;HPRD:16051226;LRdb:10854424;LRdb:1536831;LRdb:1542794;LRdb:16051226;SIGNOR:1536831;SPIKE_LC:16051226;connectomeDB2020:10854424;connectomeDB2020:1536831;connectomeDB2020:1542794;connectomeDB2020:16051226
10411,CTSG,AGT,HPRD:10899625;HPRD:11747312;SIGNOR:11747312
10424,ACE2,AGT,HPRD:10969042;HPRD:11815627;InnateDB:10969042;IntAct:10969042;IntAct:11815627;SIGNOR:11815627
10488,PYY,NPY5R,Baccin2019:1182564512665540;CellTalkDB:11825645;Cellinker:11825645;Cellinker:12665544;HPRD:12665544;LRdb:11825645;LRdb:13;SIGNOR:11825645;connectomeDB2020:11825645;connectomeDB2020:12665544
10561,WNT1,FZD1,CancerCellMap:10557084;CellTalkDB:24032637;NetPath:10557084;SIGNOR:15578921;SIGNOR:16936075;SIGNOR:22944199;connectomeDB2020:24032637
10596,PLG,PLAT,HPRD:11928826;SIGNOR:1447176
10640,FGF13,SCN2A,SIGNOR:20679355
10651,NTN3,NEO1,CellTalkDB:15520228;Cellinker:10366627;Cellinker:15520228;HPRD:10366627;LRdb:1;LRdb:15520228;SIGNOR:28245592;connectomeDB2020:10366627;connectomeDB2020:15520228
10652,NTN1,NEO1,Baccin2019:12636918;Baccin2019:8861902;CellTalkDB:8861902;Cellinker:12636918;Cellinker:8861902;HPRD:12636918;HPRD:8861902;LRdb:126;LRdb:8861902;SIGNOR:28245592;connectomeDB2020:12636918;connectomeDB2020:8861902
10656,NTN4,NEO1,SIGNOR:28245592
10683,EREG,EGFR,Baccin2019:8626392;Baccin2019:9419975;BioGRID:36202915;BioGRID:9419975;CellTalkDB:8626392;HPRD:9419975;ICELLNET:9419975;IntAct:28988771;LRdb:8626392;LRdb:942;SIGNOR:20513444;SIGNOR:9419975;connectomeDB2020:8626392;connectomeDB2020:9419975
10694,LY96,HMGB1,SIGNOR:25559892
10760,GAST,CCKBR,Baccin2019:7681836;CellTalkDB:7681836;Cellinker:7681836;DIP:8824290;ICELLNET:8349705;LRdb:7681836;SIGNOR:10368033;connectomeDB2020:7681836
10771,FLT4,RPS6KA3,ProtMapper:12601080;SIGNOR:12601080;iPTMnet:12601080
10789,SEMA7A,PLXNC1,Baccin2019:1052099510520990;CellChatDB:27533782;CellTalkDB:10520995;Cellinker:10520995;Cellinker:26633812;Cellinker:27533782;HPMR:10520995;HPRD:10520995;ICELLNET:10520995;ICELLNET:17671519;InnateDB:20727575;IntAct:20727575;LRdb:10520995;Lit-BM-17:20727575;SIGNOR:10520995;connectomeDB2020:10520995
10824,FYN,PDGFRB,HPRD:1696179;HPRD:9425276;IntAct:1661130;IntAct:7685273;IntAct:7687537;KEA:17570479;SPIKE_LC:16713569
10830,FYN,PRKACA,PhosphoSite:30274258
10907,PPBP,OPRM1,SIGNOR:9686407
10926,FGF13,SCN1A,SIGNOR:20679355
10927,FGF11,SCN1A,SIGNOR:20679355
10928,FGF14,SCN1A,SIGNOR:20679355
10931,WNT7B,FZD1,Baccin2019:15923619;CellTalkDB:15923619;LRdb:15923619;NetPath:15923619;SIGNOR:15923619;connectomeDB2020:15923619
10956,FGF12,SCN2A,SIGNOR:20679355
10959,FGF14,SCN2A,SIGNOR:20679355
10989,WNT6,LRP5,Cellinker:23209147;SIGNOR:15578921
11018,PTPN11,MAP3K5,InnateDB:19287004;ProtMapper:19287004;SIGNOR:19287004
11064,WNT5B,FZD6,SIGNOR:16273260
11105,WNT5A,FZD3,CellTalkDB:24032637;Cellinker:24032637;LRdb:24032637;NetPath:17804197;SIGNOR:15578921;SIGNOR:16273260;SIGNOR:21903638;connectomeDB2020:24032637
11123,GDF5,BMPR1B,Baccin2019:11282024;Baccin2019:15569154;Baccin2019:8702914;CellTalkDB:11282024;HPRD:11282024;IntAct:16127465;IntAct:19229295;LRdb:11282024;LRdb:15569154;LRdb:8702914;Lit-BM-17:19229295;Lit-BM-17:9525338;SIGNOR:15890363;connectomeDB2020:11282024;connectomeDB2020:15569154;connectomeDB2020:8702914
11124,S100A8,TLR4,CellTalkDB:17767165;LRdb:17767165;Ramilowski2015:17767165;SIGNOR:28137827;connectomeDB2020:17767165;talklr:17767165
11147,SEMA3C,PLXNA2,SIGNOR:19666519
11195,BMP10,BMPR1A,Baccin2019:16049014;Cellinker:16049014;LRdb:16049014;SIGNOR:16049014;connectomeDB2020:16049014
11308,TNF,TNFRSF21,Baccin2019:9714541;CellTalkDB:9714541;Cellinker:9714541;HPMR:9714541;LRdb:9714541;SIGNOR:9714541;connectomeDB2020:9714541
11311,GRN,TNFRSF1A,CellTalkDB:24070898;IntAct:24070898;Lit-BM-17:24070898;SIGNOR:21393509;connectomeDB2020:21393509
11403,FGF13,SCN11A,SIGNOR:20679355
11406,FGF14,SCN11A,SIGNOR:20679355
11407,IFNW1,IFNAR1,CellTalkDB:11278538;HPRD:1834641;LRdb:11278538;LRdb:18;SIGNOR:11278538;connectomeDB2020:11278538;connectomeDB2020:1834641
11425,IL7,IL2RG,Baccin2019:11858939;Baccin2019:7522165;Baccin2019:9010926;CellTalkDB:11858939;DIP:8128231;DIP:9371812;HPMR:7522165;HPMR:8128231;HPRD:11858939;HPRD:9010926;InnateDB:8266077;LRdb:11858939;LRdb:7522165;LRdb:9010926;Lit-BM-17:8128231;Lit-BM-17:9371812;SIGNOR:11418623;SIGNOR:20089933;SPIKE_LC:17145710;connectomeDB2020:11858939;connectomeDB2020:7522165;connectomeDB2020:9010926
11459,WNT3,FZD3,SIGNOR:15578921
11484,KMT2E,NCR2,IntAct:23958951;Lit-BM-17:23958951;SIGNOR:23958951;connectomeDB2020:23958951
11539,SEMA3F,NRP2,Baccin2019:15721238;Baccin2019:9883722;CellTalkDB:15721238;ELM:20387901;HPRD:9883722;ICELLNET:25068647;ICELLNET:29067024;LRdb:15721238;LRdb:99;SIGNOR:16816121;connectomeDB2020:15721238;connectomeDB2020:9883722
11582,NLGN4X,NRXN1,SIGNOR:18923512;connectomeDB2020:20543817
11646,NTN1,DSCAM,Cellinker:25754961;SIGNOR:18585357
11656,FGF14,SCN3A,SIGNOR:20679355
11676,NLGN1,NRXN2,CellTalkDB:7736595;LRdb:7736595;Ramilowski2015:7736595;SIGNOR:18923512;connectomeDB2020:7736595;talklr:7736595
11729,PTPN6,PTK2B,Adhesome:10521452;Adhesome:10747947;HPRD:10521452;HPRD:10747947;ProtMapper:10521452;SIGNOR:10521452
11747,PTPN11,KRAS,ProtMapper:26617336;SIGNOR:26617336
11750,IL15RA,JAK1,SIGNOR:30029643
11779,ADIPOQ,ADIPOR1,Baccin2019:12802337;CellChatDB:21284979;CellTalkDB:12802337;Cellinker:12802337;Cellinker:21284979;HPMR:12802337;LRdb:12802337;SIGNOR:16622416;connectomeDB2020:12802337
11887,APOE,VLDLR,AlzPathway:16504486;Baccin2019:12167620;Baccin2019:12870663;CellTalkDB:12870663;Cellinker:12167620;Cellinker:12870663;DIP:19116273;HPRD:12167620;LRdb:12;LRdb:12870663;SIGNOR:11278667;connectomeDB2020:12167620;connectomeDB2020:12870663
11901,EREG,ERBB3,CellTalkDB:32196115;SIGNOR:16829981;SIGNOR:22891299
11934,S100A9,TLR4,CellTalkDB:17767165;LRdb:17767165;Ramilowski2015:17767165;SIGNOR:28137827;connectomeDB2020:17767165;talklr:17767165
11950,CTSG,F2R,HPRD:10978167;SIGNOR:10978167
12001,GPHA2,TSHR,Baccin2019:12045258;CellTalkDB:12045258;Cellinker:12045258;LRdb:12045258;SIGNOR:12045258;connectomeDB2020:12045258
12022,CSF1,CSF1R,Baccin2019:2408759;Baccin2019:7883784;Baccin2019:8355686;CellTalkDB:8355686;Cellinker:2408759;Cellinker:7883784;Cellinker:8355686;DIP:22153499;DIP:22483114;DIP:22902366;DIP:26235028;HPMR:1702217;HPMR:7883784;HPRD:2408759;HPRD:8355686;ICELLNET:26095744;IntAct:22153499;IntAct:22483114;IntAct:22902366;IntAct:26235028;LRdb:2408759;LRdb:7883784;LRdb:8355686;SIGNOR:24890514;connectomeDB2020:2408759;connectomeDB2020:7883784;connectomeDB2020:8355686
12043,TNFSF14,TNFRSF14,Baccin2019:10894944;Baccin2019:11390428;Baccin2019:9462508;CellTalkDB:10894944;Cellinker:10894944;Cellinker:11390428;Cellinker:9462508;HPMR:10894944;HPRD:11390428;HPRD:9462508;ICELLNET:11239407;InnateDB:11164894;IntAct:10318773;IntAct:26977880;IntAct:9462508;LRdb:10894944;LRdb:11390428;LRdb:9462508;Lit-BM-17:10318773;Lit-BM-17:11390428;Lit-BM-17:26977880;Lit-BM-17:9462508;SIGNOR:10894944;SPIKE_LC:16189514;SPIKE_LC:9462508;connectomeDB2020:10894944;connectomeDB2020:11390428;connectomeDB2020:9462508
12094,NLGN1,NRXN1,Baccin2019:14522992;Baccin2019:8576240;BioGRID:12796785;BioGRID:14522992;BioGRID:8576240;CellTalkDB:8576240;Cellinker:14522992;Cellinker:8576240;HPRD:14522992;HPRD:8576240;LRdb:145;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:14522992;connectomeDB2020:8576240
12110,LRRC4B,PTPRF,Cellinker:32589946;connectomeDB2020:19252495;connectomeDB2020:23345436
12118,WNT11,FZD6,SIGNOR:16273260
12119,WNT11,FZD7,Baccin2019:10862746;CellTalkDB:10862746;Cellinker:10862746;LRdb:10862746;SIGNOR:10862746;connectomeDB2020:10862746
12124,OSM,IL6ST,Baccin2019:10854424;Baccin2019:16051226;Baccin2019:8999038;CellTalkDB:16051226;DIP:8999038;DOMINO:16051226;HPRD:16051226;HPRD:8999038;LRdb:10854424;LRdb:16051226;LRdb:8999038;SIGNOR:9143707;SPIKE_LC:16051226;connectomeDB2020:10854424;connectomeDB2020:16051226;connectomeDB2020:8999038
12155,LIF,IL6ST,Baccin2019:971648712707269;CellTalkDB:9716487;DOMINO:16051226;HPRD:12707269;IntAct:14527405;IntAct:16051226;LRdb:127;LRdb:9716487;Lit-BM-17:14527405;Lit-BM-17:16051226;ProtMapper:10811661;SIGNOR:9143707;SPIKE_LC:16051226;SPIKE_LC:17145710;connectomeDB2020:12707269;connectomeDB2020:9716487
12177,NLGN1,NRXN1,Baccin2019:14522992;Baccin2019:8576240;BioGRID:12796785;BioGRID:14522992;BioGRID:8576240;CellTalkDB:8576240;Cellinker:14522992;Cellinker:8576240;HPRD:14522992;HPRD:8576240;ICELLNET:22750515;LRdb:145;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:14522992;connectomeDB2020:8576240
12186,FYN,CD300LB,InnateDB:16920917;PhosphoSite:16920917;PhosphoSite:17928527;SIGNOR:16920917;dbPTM:16920917;dbPTM:17928527
12206,NOG,BMPR1A,SIGNOR:12478285;SIGNOR:22298955
12241,IL15RA,TYK2,SIGNOR:30029643
12272,NLGN2,NRXN2,CellTalkDB:8576240;Cellinker:8576240;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:8576240
12276,SEMA3A,NRP1,Baccin2019:10520994;Baccin2019:15721238;Baccin2019:9331348;CellTalkDB:10520994;DIP:10498602;HPMR:10520994;HPMR:15121181;HPRD:10520994;HPRD:9331348;ICELLNET:29067024;LRdb:10520994;LRdb:15721238;LRdb:9331348;SIGNOR:10196546;SIGNOR:25335892;connectomeDB2020:10520994;connectomeDB2020:15721238;connectomeDB2020:9331348
12286,TNFSF11,TNFRSF11B,Baccin2019:11733492;Baccin2019:12221720;Baccin2019:9520411;Baccin2019:9568710;CellTalkDB:11733492;Cellinker:11733492;Cellinker:12221720;Cellinker:9520411;Cellinker:9568710;HPMR:9568710;HPRD:12221720;HPRD:9520411;ICELLNET:11239407;IntAct:22664871;LRdb:11733492;LRdb:12221720;LRdb:9520411;LRdb:9568710;NetPath:14741739;NetPath:9568710;SIGNOR:11733492;connectomeDB2020:11733492;connectomeDB2020:12221720;connectomeDB2020:9520411;connectomeDB2020:9568710
12299,CTSG,C3,HPRD:1861080;InnateDB:24315997;SIGNOR:1861080
12313,IL12B,IL12RB1,Baccin2019:7527811;Baccin2019:7843232;CellTalkDB:7843232;HPMR:11086056;HPRD:7527811;HPRD:7843232;InnateDB:7911493;InnateDB:8943050;LRdb:753;LRdb:7843232;SIGNOR:7527811;connectomeDB2020:7527811;connectomeDB2020:7843232
12324,SLIT2,GPC1,Baccin2019:10364234;Baccin2019:11375980;CellTalkDB:11375980;Cellinker:10364234;Cellinker:11375980;Cellinker:29317497;HPRD:10364234;HPRD:11375980;LRdb:10364234;LRdb:11375980;SIGNOR:10364234;connectomeDB2020:10364234;connectomeDB2020:11375980
12369,NODAL,ACVR1B,Baccin2019:11952836;CellTalkDB:11952836;LRdb:11952836;SIGNOR:19874624;connectomeDB2020:11952836
12379,GALP,GALR2,Baccin2019:15944009;Baccin2019:20880399;Baccin2019:9832121;CellChatDB:23233848;CellTalkDB:15944009;Cellinker:15944009;Cellinker:20880399;Cellinker:23233848;Cellinker:9832121;LRdb:15944009;LRdb:20880399;LRdb:9832121;SIGNOR:10601261;connectomeDB2020:15944009;connectomeDB2020:20880399;connectomeDB2020:9832121;scConnect:15944009;scConnect:20880399
12380,WNT10B,LRP5,Cellinker:23209147;SIGNOR:15578921
12381,WNT9B,LRP5,Cellinker:23209147;SIGNOR:15578921
12384,WNT16,LRP6,SIGNOR:15578921
12399,FYN,DCC,ProtMapper:15557120;ProtMapper:21849478;SIGNOR:15557120;iPTMnet:15557120
12408,KMT2E,RARA,SIGNOR:21205756
12439,IL15RA,IL2RB,HPMR:15265897;HPRD:7641685;SIGNOR:17709786
12476,EFNA3,EPHA4,Baccin2019:933086312496762;CellChatDB:15114347;Cellinker:15114347;HPRD:12496762;ICELLNET:15114347;ICELLNET:24003208;LRdb:11114742;SIGNOR:9330863;connectomeDB2020:12496762;connectomeDB2020:9330863
12479,PTPN6,CASP8,Adhesome:18086677;DEPOD:18086677;ProtMapper:18086677;SIGNOR:18086677
12498,PTH,PTH2R,CellTalkDB:7797535;Cellinker:7797535;Cellinker:9482662;HPMR:7797535;HPRD:9482662;ICELLNET:7797535;LRdb:7797535;LRdb:948;SIGNOR:11861531;connectomeDB2020:7797535;connectomeDB2020:9482662
12500,FYN,PTPRF,Adhesome:12496362;Adhesome:18854310;HPRD-phos:12496362;HPRD:12496362;KEA:12496362;SIGNOR:12496362;iPTMnet:12496362
12597,CLCF1,CNTFR,CellTalkDB:10966616;HPRD:10966616;HPRD:11285233;HPRD:11294841;LRdb:10966616;LRdb:11285233;LRdb:11294841;SIGNOR:10966616;connectomeDB2020:10966616;connectomeDB2020:11285233;connectomeDB2020:11294841
12604,SEMA3A,PLXNA4,Baccin2019:15721238;CellTalkDB:15721238;HPMR:15721238;HPMR:15814794;LRdb:15721238;SIGNOR:25335892;connectomeDB2020:15721238
12611,F2RL2,GNAI3,SIGNOR:31160049
12614,CGA,TSHR,HPMR:15571461;NetPath:20181794;SIGNOR:12045258
12638,NLGN4X,NRXN3,SIGNOR:18923512
12676,WNT9A,CHRNA1,SIGNOR:22309736
12679,WNT10A,LRP6,SIGNOR:15578921
12703,NLGN2,NRXN3,CellTalkDB:8576240;Cellinker:8576240;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:8576240
12712,NLGN3,NRXN3,CellTalkDB:8576240;HPRD:8576240;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:8576240
12728,MIF,CXCR4,CellTalkDB:19665027;ICELLNET:17435771;SIGNOR:17435771;connectomeDB2020:17435771
12743,KDR,PIK3R1,SIGNOR:11278468
12744,IFNW1,IFNAR2,CellTalkDB:11278538;InnateDB:21854986;LRdb:11278538;SIGNOR:11278538;connectomeDB2020:11278538
12765,TLN1,ITGB4,SIGNOR:19118207
12774,FGF5,FGFR2,Baccin2019:838682811876253;CellTalkDB:16597617;Cellinker:11876253;Cellinker:16597617;Cellinker:25772309;Cellinker:8386828;HPRD:11876253;ICELLNET:25772309;LRdb:16597617;SIGNOR:8386828;connectomeDB2020:11876253;connectomeDB2020:8386828
12794,NLGN1,NRXN3,CellTalkDB:8576240;Cellinker:8576240;LRdb:8576240;SIGNOR:18923512;connectomeDB2020:8576240
